,stimPosit,correction,hand,RT,congruency,trial_index,respPosit,prop,condition,error_outlier,postError,nblock,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,P,Q_ll,Q_lr,Q_rl,Q_rr,PE_ll,PE_lr,PE_rl,PE_rr
0,0,1,1,671.9,0,1,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,-0.5,0.5,0.0,0.0
1,1,1,0,404.9,0,2,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.49995,0.50005,0.5,0.5,0.0,0.0,0.5,-0.5
2,0,1,1,619.9,0,3,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500049995,0.49995000500000003,0.500049995,0.50005,0.49995,-0.49995000500000003,0.499950005,0.0,0.0
3,1,1,0,444.9,0,4,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500049995,0.4999000099995,0.5000999900005,0.500049995,0.49995000500000003,0.0,0.0,0.499950005,-0.49995000500000003
4,1,1,0,394.0,0,5,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5000999900005,0.4999000199985001,0.5000999800014999,0.5000999900005,0.4999000099995,0.0,0.0,0.4999000099995,-0.4999000099995
5,0,1,1,548.8,0,6,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5000999700034998,0.49990002999650024,0.5000999700034998,0.5001499800014999,0.49985001999850004,-0.49990002999650024,0.4999000299965002,0.0,0.0
6,1,1,0,433.8,0,7,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5001499650034997,0.4998500399935006,0.5001499600064995,0.5001499650034997,0.4998500349965002,0.0,0.0,0.49985003499650027,-0.4998500349965002
7,1,1,0,390.8,0,8,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5001999500069993,0.49985005498950125,0.5001499450104988,0.5001999500069993,0.49980004999300054,0.0,0.0,0.49980004999300065,-0.49980004999300054
8,1,1,0,603.9,0,9,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5002499300119987,0.4998500699840023,0.5001499300159977,0.5002499300119987,0.49975006998800126,0.0,0.0,0.4997500699880013,-0.49975006998800126
9,1,1,1,476.7,1,10,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.49970009498100243,0.4998500849770039,0.5001499150229961,0.5002999050189975,0.49970009498100243,0.0,0.0,-0.5002999050189975,0.5002999050189976
10,1,1,0,353.7,0,11,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5002498750284956,0.4998500999685062,0.5001499000314938,0.5002498750284956,0.49975012497150434,0.0,0.0,0.4997501249715044,-0.49975012497150434
11,0,1,1,502.7,0,12,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5001498850414907,0.49985011495850934,0.5001498850414907,0.5002998500409928,0.4997001499590072,-0.49985011495850934,0.4998501149585093,0.0,0.0
12,0,1,0,437.7,1,13,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4998001299470135,0.4998001299470135,0.5001998700529866,0.5002998200559886,0.4997001799440113,0.5001998700529865,-0.5001998700529866,0.0,0.0
13,0,1,1,622.7,0,14,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5001498500659813,0.49985014993401883,0.5001498500659813,0.5002997900739831,0.4997002099260169,-0.49985014993401883,0.49985014993401866,0.0,0.0
14,0,1,1,501.7,0,15,1,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5001998350809748,0.4998001649190254,0.5001998350809748,0.5002997600949757,0.49970023990502427,-0.4998001649190254,0.49980016491902524,0.0,0.0
15,0,1,0,442.6,1,16,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4997501849025335,0.4997501849025335,0.5002498150974667,0.5002997301189662,0.4997002698810338,0.5002498150974666,-0.5002498150974667,0.0,0.0
16,1,1,0,485.5,0,17,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5002997001459544,0.4998002098840432,0.5001997901159569,0.5002997001459544,0.4997002998540457,0.0,0.0,0.4997002998540456,-0.4997002998540457
